dataset_id,author,downloads,likes,created_at,last_modified,tags
x-square-robot/ms-benchmark,x-square-robot,61,0,2026-05-20 15:33:17+00:00,2026-05-20 15:33:18+00:00,"size_categories:1K<n<10K,format:webdataset,modality:text,library:datasets,library:webdataset,library:mlcroissant,region:us"
foldl/torch-forum,foldl,60,1,2023-03-14 14:24:22+00:00,2023-03-15 12:52:42+00:00,"task_categories:question-answering,task_categories:text-classification,task_categories:text-generation,language:en,license:cc-by-sa-4.0,size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,code"
voidful/gen_ai_2024,voidful,60,2,2024-08-21 20:13:11+00:00,2024-08-22 03:29:07+00:00,"size_categories:10K<n<100K,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
voidful/dailytalk-conversations-grouped-llm-codec,voidful,60,0,2025-12-01 18:39:06+00:00,2025-12-20 02:24:58+00:00,"size_categories:1K<n<10K,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
voidful/bigcodec-fisher-train,voidful,60,0,2026-01-01 08:01:28+00:00,2026-01-01 08:11:23+00:00,"size_categories:10K<n<100K,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
zake7749/kyara-dpo,zake7749,60,1,2025-01-14 15:23:23+00:00,2025-01-15 10:46:27+00:00,"license:cc-by-nc-4.0,size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zli12321/mmmu_pro_4_options,zli12321,60,0,2026-02-21 18:08:49+00:00,2026-02-21 18:09:14+00:00,"size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
voidful/llmcodec-abl-ftp-librispeech,voidful,59,0,2026-01-04 15:29:58+00:00,2026-01-04 15:31:30+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
vwxyzjn/lm-human-preferences-debug,vwxyzjn,59,1,2023-07-04 20:25:18+00:00,2023-07-14 14:32:30+00:00,region:us
waybarrios/github-code-dataset,waybarrios,59,1,2023-06-05 02:08:12+00:00,2023-06-05 02:56:30+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xinyu1205/recognize-anything-dataset,xinyu1205,59,3,2023-11-26 07:39:53+00:00,2023-11-28 09:03:12+00:00,"task_categories:zero-shot-classification,language:en,license:apache-2.0,size_categories:1M<n<10M,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us,image recognition"
wassname/tiny-mfv,wassname,58,0,2026-04-30 13:28:34+00:00,2026-05-08 07:57:23+00:00,"task_categories:text-classification,language:en,license:mit,size_categories:n<1K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,moral-foundations,alignment,evaluation,ai-safety"
vwxyzjn/summarize_from_feedback_tldr_3_filtered_oai_preprocessing_1704169778,vwxyzjn,57,0,2024-01-02 04:29:50+00:00,2024-01-02 04:30:11+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zli12321/pedants_qa_evaluation_bench,zli12321,57,1,2024-12-16 18:50:30+00:00,2025-02-04 17:50:51+00:00,"task_categories:question-answering,language:en,license:other,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2402.11161,region:us,question-answering,evaluation,text,human-evaluation"
voidful/auv-fisher-train,voidful,56,0,2025-12-27 01:47:47+00:00,2025-12-27 01:48:30+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
wassname/ultrachat_200k_filtered,wassname,56,0,2025-03-11 08:06:23+00:00,2025-06-02 07:07:05+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wassname/speechmap-questions,wassname,56,0,2026-06-06 07:42:41+00:00,2026-06-06 08:05:13+00:00,"task_categories:text-generation,task_categories:text-classification,language:en,license:cc-by-4.0,size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,llm-evaluation,free-speech,compliance,refusal,red-teaming"
zjukg/SKA-Bench,zjukg,56,1,2025-08-26 13:06:08+00:00,2025-08-26 13:10:25+00:00,"arxiv:2507.17178,region:us"
xaviviro/Variants-catala-cv16_1,xaviviro,55,0,2024-01-29 07:12:07+00:00,2024-01-29 08:19:06+00:00,"size_categories:100K<n<1M,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zjunlp/DataPRM-DABStep,zjunlp,54,0,2026-04-27 08:43:47+00:00,2026-04-27 09:52:17+00:00,"license:mit,size_categories:1K<n<10K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
codelion/sutra-30k-seeds,codelion,53,2,2025-12-17 11:14:06+00:00,2026-03-08 14:29:57+00:00,"task_categories:text-generation,language:en,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,instruction-tuning,sft,post-training,seed-prompts,sutra"
vwxyzjn/lm-human-preferences,vwxyzjn,52,0,2023-06-13 00:20:43+00:00,2023-09-01 02:02:15+00:00,"license:mit,region:us"
codelion/optillmbench,codelion,51,5,2025-02-16 04:03:50+00:00,2025-04-15 14:10:06+00:00,"task_categories:text-generation,license:apache-2.0,size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,optillm,benchmark"
voidful/bigcodec-librispeech,voidful,51,0,2026-01-02 17:58:50+00:00,2026-01-02 17:59:47+00:00,"size_categories:100K<n<1M,format:parquet,format:optimized-parquet,modality:tabular,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
vwxyzjn/summarize_from_feedback_tldr_3_filtered_oai_preprocessing_1706373318,vwxyzjn,50,0,2024-01-27 16:36:24+00:00,2024-01-27 16:36:43+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
weaviate/academy-wa180,weaviate,50,0,2025-11-28 12:28:08+00:00,2025-11-28 12:29:58+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
yueliu1999/GuardReasoner-VLTrain,yueliu1999,50,0,2025-05-28 16:00:12+00:00,2025-06-10 07:26:01+00:00,"task_categories:image-text-to-text,language:en,license:mit,size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2505.11049,arxiv:2501.18492,region:us"
foldl/rumeme-desc,foldl,49,5,2023-01-18 14:28:37+00:00,2023-01-18 19:31:38+00:00,"language:ru,license:cc-by-sa-4.0,size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,ru,memes,text2image,image2text"
xaviviro/oasst1_ca,xaviviro,49,0,2023-12-26 15:30:42+00:00,2023-12-27 16:52:02+00:00,"language:ca,size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xvjiarui/pile,xvjiarui,49,0,2024-03-30 21:09:58+00:00,2024-03-31 04:22:16+00:00,region:us
visual-layer/oxford-flowers-vl-enriched,visual-layer,48,4,2024-08-26 12:06:48+00:00,2024-09-16 12:08:56+00:00,"size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_gpt2_48,vwxyzjn,48,0,2023-11-23 02:07:48+00:00,2023-11-28 19:23:43+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zai-org/T1,zai-org,48,11,2025-01-20 18:09:48+00:00,2025-03-02 13:10:15+00:00,region:us
zjunlp/OceanInstruct-v0.2,zjunlp,48,2,2025-05-06 06:17:26+00:00,2025-05-07 06:30:53+00:00,"task_categories:question-answering,task_categories:text-generation,language:en,language:zh,license:mit,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2310.02031,region:us,Ocean"
codelion/gsm8k-synth,codelion,47,0,2026-06-04 20:21:26+00:00,2026-06-04 20:25:32+00:00,"task_categories:question-answering,task_categories:text-generation,language:en,license:mit,size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,math,gsm8k,synthetic,chain-of-thought,math-word-problems"
vwxyzjn/ultrafeedback_binarized_1708454270,vwxyzjn,47,0,2024-02-20 18:40:44+00:00,2024-02-20 18:40:55+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/tldr-preference-trl-style,vwxyzjn,47,0,2024-03-13 15:58:43+00:00,2024-08-20 13:38:39+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/math500-cot-experiment,codelion,46,5,2025-04-24 08:00:16+00:00,2025-04-30 02:51:35+00:00,"task_categories:text-generation,license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,reasoning-datasets-competition"
vkehfdl1/KorQuad1.0-train-for-LLM,vkehfdl1,46,0,2023-06-21 05:13:12+00:00,2023-06-21 08:01:45+00:00,"license:cc-by-nd-4.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/MedDialog-1.1M,wangrongsheng,46,5,2023-05-07 07:47:40+00:00,2023-05-08 15:37:52+00:00,region:us
wherobots/overturemaps-us-west-2,wherobots,46,0,2025-11-26 22:28:38+00:00,2025-11-26 22:50:36+00:00,"license:odbl,size_categories:1M<n<10M,modality:geospatial,region:us,admin-boundaries,overture,overture-maps,administrative-boundaries,overture-maps-foundation,geospatial,gis,spatial,apache-sedona"
yandex/mad-cars,yandex,46,32,2025-06-18 19:43:05+00:00,2025-06-29 09:23:25+00:00,"task_categories:image-to-video,license:cc-by-nc-sa-4.0,size_categories:1M<n<10M,format:csv,modality:image,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2506.21520,region:us,autonomous,driving,vehicles,cars"
zake7749/chinese-sft-stem-zh-hant,zake7749,46,4,2024-09-06 11:45:43+00:00,2024-09-07 12:27:42+00:00,"task_categories:text-generation,task_categories:question-answering,language:zh,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/OceanBench,zjunlp,46,7,2023-11-01 02:53:40+00:00,2024-07-05 02:50:09+00:00,"language:en,license:mit,size_categories:10K<n<100K,format:text,modality:text,library:datasets,library:mlcroissant,arxiv:2310.02031,region:us,Ocean"
zjunlp/WorFBench_test,zjunlp,46,5,2024-10-17 06:21:54+00:00,2025-02-26 04:19:11+00:00,"task_categories:text-generation,license:apache-2.0,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,arxiv:2410.07869,region:us,agent,planning,workflow"
codelion/Sky-T1_data_17k,codelion,45,1,2025-01-11 13:50:35+00:00,2025-01-11 13:51:14+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weizhepei/TruthRL-CRAG,weizhepei,45,0,2025-10-20 00:42:15+00:00,2025-10-20 01:31:37+00:00,"size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
yandex/wmt24-en-ru-rate,yandex,45,3,2025-09-19 14:12:10+00:00,2025-11-06 16:15:58+00:00,"license:apache-2.0,region:us"
zai-org/VisionRewardDB-Image-regression,zai-org,45,2,2025-07-01 16:23:43+00:00,2025-07-02 02:13:32+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/fineweb-edu-10M,codelion,44,3,2025-06-29 13:57:27+00:00,2025-11-02 15:56:42+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_pythia-160m_169,vwxyzjn,44,0,2023-11-28 20:29:54+00:00,2023-12-24 23:04:14+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wangrongsheng/MicroVerse,wangrongsheng,44,0,2026-05-18 04:56:31+00:00,2026-05-18 08:59:43+00:00,"task_categories:text-to-video,language:en,license:apache-2.0,size_categories:1K<n<10K,modality:video,library:datasets,library:mlcroissant,arxiv:2603.00585,region:us,video"
wenge-research/TableEval,wenge-research,44,4,2025-06-05 09:09:15+00:00,2025-06-05 10:22:26+00:00,"task_categories:table-question-answering,task_categories:question-answering,language:en,language:zh,license:apache-2.0,arxiv:2506.03949,region:us,finance,government,report,academic"
voidful/llmcodec-abl-sa-librispeech,voidful,43,0,2026-01-04 18:13:37+00:00,2026-01-04 18:14:14+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
zhipeixu/MMTD-Set-34k,zhipeixu,43,3,2025-02-17 10:53:47+00:00,2025-02-17 11:26:10+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/ultrachat_200k_filtered_1707919115,vwxyzjn,42,0,2024-02-14 13:58:52+00:00,2024-02-14 13:58:57+00:00,"size_categories:1K<n<10K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_1711138793,vwxyzjn,42,0,2024-03-22 20:23:25+00:00,2024-03-22 20:24:14+00:00,"size_categories:100K<n<1M,format:parquet,modality:image,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wassname/imdb_preferences,wassname,42,0,2024-08-24 06:38:03+00:00,2024-09-19 08:11:54+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,RLHF,DPO,preferences"
wassname/truthful_qa_v2,wassname,42,0,2025-10-03 07:27:36+00:00,2025-10-04 05:49:53+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
weaviate/longmemeval-m-cleaned,weaviate,42,0,2026-03-03 19:29:30+00:00,2026-03-03 19:40:01+00:00,"license:mit,size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
zai-org/CogVLM-SFT-311K,zai-org,42,52,2023-12-08 06:33:26+00:00,2023-12-26 10:03:17+00:00,"license:cc-by-nc-4.0,modality:image,arxiv:2304.10592,arxiv:2304.08485,region:us"
zjunlp/KGEditor,zjunlp,42,3,2023-02-03 10:54:11+00:00,2023-02-13 03:38:01+00:00,"language:en,size_categories:1K<n<10K,arxiv:2301.10405,arxiv:2010.03496,region:us"
zjunlp/DataPRM-ScienceAgentBench,zjunlp,42,0,2026-04-27 09:53:47+00:00,2026-04-27 09:57:00+00:00,"license:mit,size_categories:1K<n<10K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
yerevann/common_voice_9_0,yerevann,41,0,2022-04-27 17:21:19+00:00,2024-09-10 13:55:41+00:00,region:us
zhipeixu/SD_inpaint_dataset,zhipeixu,41,2,2025-05-29 04:17:24+00:00,2025-05-29 04:27:57+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:webdataset,modality:image,modality:text,library:datasets,library:webdataset,library:mlcroissant,region:us"
vwxyzjn/ultrafeedback_binarized_1707945637,vwxyzjn,40,0,2024-02-14 21:27:44+00:00,2024-02-14 21:28:18+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wangrongsheng/GenMedGPT-5k-en,wangrongsheng,40,4,2023-05-07 07:38:38+00:00,2023-05-07 07:38:57+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wassname/ultrachat_200k_ultraclean,wassname,40,0,2026-05-27 02:08:08+00:00,2026-05-27 02:09:56+00:00,"task_categories:text-generation,source_datasets:HuggingFaceH4/ultrachat_200k,source_datasets:wassname/ultrachat_200k_filtered,language:en,license:mit,size_categories:100K<n<1M,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us,sycophancy,sft,ultrachat,ai-safety"
zjukg/LPKG,zjukg,40,2,2024-06-20 08:16:06+00:00,2024-10-18 06:29:11+00:00,"license:apache-2.0,region:us"
xaviviro/common_voice_ca_16_1_accent,xaviviro,39,0,2024-01-27 07:25:40+00:00,2024-01-27 07:41:29+00:00,"size_categories:100K<n<1M,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
xinyu1205/recognize-anything-dataset-14m,xinyu1205,39,3,2023-10-23 08:29:07+00:00,2023-10-23 12:12:44+00:00,"task_categories:zero-shot-classification,language:en,license:apache-2.0,size_categories:1M<n<10M,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us,image recognition"
zake7749/chinese-sft-stem-zh-hans,zake7749,39,0,2024-09-06 11:45:38+00:00,2024-09-07 12:27:21+00:00,"task_categories:text-generation,task_categories:question-answering,language:zh,size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/OneGen-TrainDataset-MultiHopQA,zjunlp,39,1,2024-10-07 16:03:39+00:00,2024-10-07 16:28:07+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/sutra-10M,codelion,38,3,2025-06-27 21:13:20+00:00,2026-03-08 14:29:43+00:00,"task_categories:text-generation,language:en,license:apache-2.0,size_categories:1K<n<10K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,pretraining,educational,pedagogical,synthetic,sutra,multi-domain"
codelion/synth-1B,codelion,38,1,2025-11-11 10:28:51+00:00,2025-11-11 11:56:36+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
voidful/asr_glue_train,voidful,38,0,2022-03-20 17:14:48+00:00,2022-04-01 18:58:14+00:00,"size_categories:1M<n<10M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/openhermes-dev__mistralai_Mistral-7B-Instruct-v0.1__1707504194,vwxyzjn,38,0,2024-02-09 18:43:44+00:00,2024-02-09 18:43:49+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/norobot_pref_465,vwxyzjn,38,0,2024-10-02 18:43:09+00:00,2024-10-02 18:50:54+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
wangrongsheng/chatbot_random_sample,wangrongsheng,37,0,2024-09-07 15:27:26+00:00,2024-09-07 15:53:43+00:00,"size_categories:10K<n<100K,format:csv,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/common_voice_es_16_1_accent,xaviviro,37,2,2024-01-27 07:22:45+00:00,2024-01-27 07:27:26+00:00,"size_categories:100K<n<1M,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
xixu-me/fsl-product-classification,xixu-me,37,0,2025-07-17 09:14:00+00:00,2025-07-18 15:07:01+00:00,"task_categories:image-classification,task_ids:multi-class-image-classification,language:en,license:mit,size_categories:100K<n<1M,doi:10.57967/hf/6011,region:us,computer-vision,product-classification,e-commerce,retail,few-shot-learning,meta-learning,benchmark"
zjunlp/WKM_action_base,zjunlp,37,0,2025-02-26 03:07:29+00:00,2025-02-26 03:08:12+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
codelion/sutra-improved-100M,codelion,36,2,2026-03-17 00:59:17+00:00,2026-03-29 10:40:35+00:00,"task_categories:text-generation,language:en,license:apache-2.0,size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,pretraining,educational,pedagogical,synthetic,sutra,multi-domain,self-improvement"
voidful/librispeech_unit_speech,voidful,36,0,2022-11-22 08:45:06+00:00,2022-11-22 16:37:07+00:00,"size_categories:1K<n<10K,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/rlvr_orz_math_57k_collected,vwxyzjn,36,0,2025-04-28 14:35:11+00:00,2025-04-28 14:35:14+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/longmemeval-s-cleaned,weaviate,36,0,2026-03-03 14:41:19+00:00,2026-03-03 14:46:56+00:00,"license:mit,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
yunlong10/MMPerspective,yunlong10,36,7,2025-06-12 12:31:12+00:00,2025-06-13 04:23:04+00:00,"license:cc-by-4.0,size_categories:1K<n<10K,format:imagefolder,modality:image,library:datasets,library:mlcroissant,region:us"
vmayoral/cooper_position1,vmayoral,35,0,2025-01-01 09:42:51+00:00,2025-01-01 09:42:59+00:00,"task_categories:robotics,region:us,LeRobot,cooper,position"
voidful/qrecc,voidful,35,0,2023-05-20 16:35:30+00:00,2023-05-20 16:36:18+00:00,"size_categories:10K<n<100K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/coigneo,voidful,35,0,2025-03-21 17:28:06+00:00,2025-03-21 17:28:21+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/tw_tts,voidful,35,0,2026-06-08 04:16:34+00:00,2026-06-10 14:38:01+00:00,"size_categories:1M<n<10M,format:parquet,format:optimized-parquet,modality:audio,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
wassname/medical-dpo-V2,wassname,35,0,2025-05-27 06:05:47+00:00,2025-05-27 06:05:52+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/auv-librispeech,voidful,34,0,2026-01-01 16:48:52+00:00,2026-01-01 16:50:23+00:00,"size_categories:100K<n<1M,format:parquet,format:optimized-parquet,modality:tabular,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
vwxyzjn/cai-conversation-dev,vwxyzjn,34,0,2023-12-10 00:50:16+00:00,2024-01-09 19:30:16+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wandb/deita-10k-v0-sft-latin,wandb,34,1,2024-03-10 17:05:49+00:00,2024-03-10 17:16:23+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xinyu1205/recognize-anything-plus-model-tag-descriptions,xinyu1205,34,3,2023-10-23 09:05:21+00:00,2023-10-23 12:12:12+00:00,"task_categories:zero-shot-classification,language:en,license:apache-2.0,region:us,image recognition"
zake7749/QwQ-mmlu-reasoning-chinese,zake7749,34,2,2025-03-13 11:23:43+00:00,2025-03-13 11:30:16+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/KnowRL-Knowledge-Base,zjunlp,34,1,2025-07-16 15:47:57+00:00,2025-07-19 17:12:36+00:00,"license:mit,arxiv:2506.19807,region:us"
voidful/llm-codec-fisher-train,voidful,33,0,2025-12-27 00:24:22+00:00,2025-12-27 00:25:13+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
vwxyzjn/norobot_3pair_test_generation_24163,vwxyzjn,33,0,2024-09-06 15:07:52+00:00,2024-09-06 15:12:26+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/the-algorithm-python,vwxyzjn,33,0,2025-04-02 03:24:33+00:00,2025-05-05 23:04:15+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/optillm-router-dataset,codelion,32,6,2024-11-07 02:05:54+00:00,2025-04-12 14:38:48+00:00,"task_categories:text-classification,language:en,license:apache-2.0,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,reasoning-datasets-competition"
voidful/s3tokenizer-librispeech,voidful,32,1,2026-01-03 17:55:23+00:00,2026-01-03 17:55:59+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
vwxyzjn/cai-conversation-dev1705675844,vwxyzjn,32,0,2024-01-19 14:52:19+00:00,2024-01-19 14:52:25+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_1711138537,vwxyzjn,32,0,2024-03-22 20:17:19+00:00,2024-03-22 20:17:43+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wassname/truthful_qa_preferences,wassname,32,0,2024-08-24 06:38:17+00:00,2024-09-19 08:07:13+00:00,"task_categories:text-classification,task_categories:text-generation,license:mit,size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,RLHF,preferences,DPO"
youngfish42/PaperVault,youngfish42,32,0,2026-06-08 14:46:42+00:00,2026-06-10 18:11:20+00:00,"license:lgpl-3.0,size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
broadinstitute/axonet-demo-assets,broadinstitute,31,0,2026-02-05 20:22:28+00:00,2026-02-05 20:25:17+00:00,region:us
codelion/finepdfs-10M,codelion,31,2,2025-09-08 05:53:53+00:00,2025-11-02 15:56:34+00:00,"size_categories:1K<n<10K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/e2tts-test-suite,voidful,31,0,2026-03-30 10:03:01+00:00,2026-03-30 10:03:16+00:00,"task_categories:text-to-speech,language:en,license:cc-by-4.0,size_categories:1K<n<10K,format:parquet,modality:audio,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
weaviate/hard-questions-enronqa,weaviate,31,0,2025-08-22 13:04:14+00:00,2025-08-22 13:09:03+00:00,"license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2505.00263,region:us"
